A_inj,min_eig_cov,Ahat_mean,Ahat_SE,Ahat_std,status
0.0,1.0,-0.0012352722541434968,0.004470371353708779,0.9996054231560587,pass
0.5,0.9075832929744111,0.49699822642136077,0.004485279094419083,1.0029388953179768,pass
1.0,0.8151665859488212,0.9996599483637808,0.004515646278091224,1.0097292040155896,pass
