A_inj,min_eig_cov,Ahat_mean,Ahat_SE,Ahat_std,status
0.0,1.0,0.010638780430242896,0.007379309022176923,3.300127320113021,pass
0.5,0.8641136295421757,0.49588304615320666,0.007484130408468786,3.3470048691618945,pass
1.0,0.7282272590843516,1.0116855387267765,0.007605662067535892,3.40135547938037,pass
